Throughput
3458047
3906409
4096428
4099776
4067849
3987089
4070586
4064985
4112663
4100868
4138322
4117313
4107027
4092312
4099988
4101347
4090882
4061930
4048821
4083015
4100863
4126340
4101427
4092028
4141797
4234252
4290340
4258502
4259811
4280374
4208519
4255671
4230909
4287741
4266869
4202009
4263429
4205549
4258932
4185353
4291529
4275464
4246557
4225382
4197638
4215556
4238912
4246857
4276236
4231030
4250644
4295849
4287741
4228568
4230487
4271662
4175710
4220444
4266995
4236011
4226046
4206182
4236104
4277402
4187409
4212988
4232158
4253038
4265388
4249624
4222512
4241320
4182040
4273055
4214587
4188256
4278409
4288324
4151305
4205828
4244830
4222896
4244434
4249215
4221672
4253618
4249876
4228761
4232612
4285277
4212657
4242840
4181491
4218308
4240707
4226444
4213424
4248521
4245141
4234110
14090
