Throughput
1143548
1187473
1278765
1307452
1245121
1303797
1255574
1232269
1269297
1280897
1221881
1095354
1106821
1176869
1261193
1269641
1264431
1061508
1272314
1264184
1122161
1165158
1191361
1170604
1215902
1111175
994585
1123920
1221809
1212027
1180732
1046060
1101779
962841
1142254
991266
1155813
1116086
1026274
1038590
1195241
1004389
983450
1132318
934956
1241912
1063482
1185785
830096
1127266
1020347
791716
1195157
1232933
1121103
1213971
952364
990991
1067253
1028213
998022
1010985
980265
1086859
988693
1010503
996932
1150155
1067177
1021076
1027250
1099059
1070690
880289
1164787
1130838
945321
1146819
1149477
1192266
1211570
968556
1247787
1206067
1199600
978288
1289194
1267985
1209861
1070320
1038453
1125906
1000948
1039740
1072783
1202460
1333363
1288640
1098286
1284815
2272
