Throughput
4675134
4223815
4333743
4699193
5628852
6837873
7354230
8286783
8360205
9417088
5563813
7474278
9291031
9368606
8795017
9227395
9777968
10063475
9376209
11251246
11542971
9766147
9334514
9275380
9504508
9196422
9021452
7852729
7305701
7382306
7132687
8701527
9854414
11423658
10875982
12060047
12831767
13371737
13691846
13971375
14220085
14334629
14598558
14412846
14571228
14521675
14614703
14604567
14203643
14085966
14865667
14743235
14789035
14790133
14985548
14851757
14986266
15076671
15027968
15057268
14871421
14790862
14787576
14846890
15002805
15106595
15248757
15086404
15072292
15012612
15122854
15154370
15041431
15282332
15242874
15196700
15093276
15249368
15103988
15051353
15227860
15205040
15145399
15265561
15076475
15122000
15306396
15118261
11460062
10964826
3298788
