Throughput
1875037
2064348
2078374
2081324
2084641
2036429
2035101
2027989
2083025
2057865
1980426
1977028
1961383
1947620
1744209
1446368
1390507
1854537
1713917
1788180
1964869
1862410
1973669
2038525
1984626
1985336
1944889
1918603
1912158
1940469
1923714
1841666
1708986
1856378
1626051
1923815
1927672
1961347
2026023
2088280
2050468
2039972
2009595
2018104
1999440
2017039
2065668
2071140
2101289
2084526
2090715
2114184
2085527
2105160
2113384
2122947
2097409
2122866
2120476
2130419
2131050
2071913
2099083
2052998
2074598
2098243
2133446
2147579
2126101
2094767
2107857
2110010
2065265
2088221
2075385
2087400
2071288
2120895
2131952
2115950
2084033
2082750
2086732
2086179
2129770
2085332
2102947
2096240
2130773
2108357
2106580
2060692
2098053
2092123
2092596
2062962
2041417
1967718
2068293
2087241
3408
