Throughput
2700056
3350030
2152358
4198704
5357812
5536595
6566860
6479050
6236268
7199221
8285995
6334821
7323731
8723394
8446848
8048932
8988738
8128329
9080157
9764718
9539041
9129029
9099363
9029536
8761161
8811532
8614547
8055049
8474246
8246720
7957095
8591980
9694337
9365598
10270335
10820589
11043806
11445286
11664224
11902095
11791270
12037740
11744350
12044020
11810567
12081312
12137910
12272222
12267083
12481252
12388531
12572257
12346443
12393734
12495245
12509478
12578395
12626853
12547713
12491717
12474257
12474746
12456368
12331523
12493527
12640729
12566334
12790171
12692509
12634591
12678818
12698868
12684781
12688698
12718431
12689615
12795284
12795126
12757580
12759476
12733253
12718840
12733311
12781191
12750631
12831487
12783121
12795559
12803669
12833994
12773869
12762632
12650739
12825528
12877169
12881224
12854588
12805753
12776892
12873277
32364
