Throughput
3804229
4204244
4753085
5586588
4848169
6423695
7469417
8054199
7562207
7831496
7640480
9412499
9071044
7885374
9137624
9528994
8987658
9781262
9100465
11097346
10937679
10936342
10263100
9678376
9134106
9393743
9318727
9001128
8548749
9055737
8652312
8282670
9551347
10782861
10609029
11477767
12522502
12950497
13144399
13710497
13824542
13941290
14048542
14004875
14099026
14100062
14170364
14518318
14432153
14656849
14666226
14573754
14731190
14903723
14791590
14688482
14835684
14853668
14673166
14778309
14642448
14765663
14670101
14611628
14700510
14782827
14911713
14870247
14940987
14848757
14949336
15048926
14862011
14997527
15112557
14956246
14981909
14977137
14909529
15083316
15008540
14963538
15076814
15186351
14996156
15037269
14988545
14984515
14102031
10885638
7616270
107502
