Throughput
2659445
2783411
2717093
2773732
2776608
2768880
2780044
2683223
2763566
2755500
2752125
2745957
2728521
2708688
2723370
2713783
2682596
2697396
2703718
2694909
2687098
2692506
2703587
2682855
2690454
2682195
2703835
2713756
2702342
2663615
2691901
2698521
2696121
2659757
2684187
2717842
2702822
2701625
2707059
2716532
2724218
2725587
2691753
2697960
2692436
2700042
2714848
2719453
2734598
2704900
2696029
2712448
2708166
2713399
2727500
2698990
2711555
2697209
2697947
2713859
2719318
2723458
2715170
2715184
2710718
2721949
2720038
2687029
2709391
2712735
2727572
2709859
2706684
2699533
2659612
2680983
2715104
2703387
2683860
2682746
2685796
2699399
2691477
2701958
2707105
2710790
2690447
2694273
2705794
2695349
2689715
2693444
2656627
2648050
2713094
2686830
2690352
2712578
2729467
2714977
7843
