Throughput
3836335
3246965
3308210
4778731
4644811
5924146
6262942
7012080
7208837
7086523
6507710
7802621
7828511
7786855
8273773
7878388
8447489
7692179
9906101
9764961
9154692
8771077
9749561
8917140
8682305
9010612
8545393
8059283
7691229
7758300
8234140
9100617
9815612
9422027
10066043
10680624
11024451
11092451
11441711
11982678
12027131
12101491
12134149
11978895
12012186
12183046
12054202
12085279
12220867
12335776
12383050
12507692
12446008
12355053
12417397
12634974
12520660
12557787
12509515
12575174
12413757
12420049
12503017
12378430
12492624
12686696
12558808
12637150
12697689
12623146
12610415
12605829
12675282
12642523
12570837
12672000
12666034
12728903
12669843
12629863
12533596
12630645
12593224
12790105
12740179
12775116
12787891
12589047
12699837
12658552
12658930
12634923
12814124
12750375
12702414
12799375
12758210
12745861
12772758
12677701
24723
